time_s,flux_mJy,flux_err_mJy,frequency_Hz,wavelength_AA,mag_AB_galcorr,mag_err,n_pix,flux_err_mJy_conservative
749894.2093324435,0.00793317932467524,0.0010960092271827466,488181823807197.5,6141.0,21.65144744388536,0.15,64,0.0019455664519716302
841395.1416451827,0.006248981203252812,0.000863328657900595,488181823807197.5,6141.0,21.91054257647059,0.15,73,0.0015325265811443993
944060.8762859071,0.006046642809066163,0.0008353745756889232,488181823807197.5,6141.0,21.94627983613752,0.15,37,0.0014829042575381609
1496235.6560944053,0.005129083804841489,0.0007086091145847115,488181823807197.5,6141.0,22.124966134472167,0.15,51,0.0012578782064099016
1678804.0181225315,0.004422957107398496,0.0006110541061468705,488181823807197.5,6141.0,22.28578380297334,0.15,3,0.0010847047084765434
1883649.0894897636,0.004422957107398496,0.0006110541061468705,488181823807197.5,6141.0,22.28578380297334,0.15,30,0.0010847047084765434
