Starting Date,Time,Facility,magnitude,mag_error,Filter,Exposure,Circular,Limit,wavelength,filter_width
1970-01-01 09:00:45.944,8.23,LiverpoolTelescope,18.0,0.03,z,,42334.0,False,8874.17,1010.13
1970-01-01 09:00:45.944,8.26,Kilonova-Catcher,18.24,0.05,r,6x300 ,42301.0,False,6257.52,1264.57
1970-01-01 09:00:45.944,8.64,SVOM/COLIBRÍ(FM-GFT),18.5,0.03,r,60,42242.0,False,6257.52,1264.57
1970-01-01 09:00:45.944,9.02,DDOTI,18.95,0.04,w,1380,42241.0,False,6285.91,2561.73
1970-01-01 09:00:45.944,18.67,LCO,20.73,0.05,V,600,422561.0,False,5538.12,1164.8
1970-01-01 09:00:45.944,23.92,MAO/AZT-22,20.96,0.04,R,6x300 ,42283.0,False,6533.95,1676.68
1970-01-01 09:00:45.944,27.89,OHP/T193,21.11,0.1,g',3x600 + 1x300,42276.0,False,4806.36,1071.48
1970-01-01 09:00:45.944,28.71,OHP/T193,21.29,0.07,r',2x600 + 1x900,42276.0,False,6257.52,1264.57
1970-01-01 09:00:45.945,33.27,SVOM/COLIBRÍ,20.93,0.07,z,3840,42279.0,False,8874.17,1010.13
1970-01-01 09:00:45.945,33.27,SVOM/COLIBRÍ,21.29,0.04,r,1920,42279.0,False,6257.52,1264.57
1970-01-01 09:00:45.945,33.27,SVOM/COLIBRÍ,21.59,0.04,g,1920,42279.0,False,4806.36,1071.48
1970-01-01 09:00:45.945,36.06,Swift/UVOT,21.66,0.2,white,2753,42298.0,False,3359.46,3542.81
1970-01-01 09:00:45.945,47.96,Koshka/Ziess-1000,21.5,0.0,R,116*90,42736.0,True,6533.95,1676.68
1970-01-01 09:00:45.945,52.08,INO340,21.99,0.25,r,,42492.0,False,6257.52,1264.57
1970-01-01 09:00:45.945,52.08,INO340,22.44,0.16,g,,42492.0,False,4806.36,1071.48
1970-01-01 09:00:45.945,52.08,INO340,21.61,0.34,i,,42492.0,False,7580.91,1288.67
1970-01-01 09:00:45.946,67.73,JinShan,21.04,0.06,r,,42319.0,False,6257.52,1264.57
1970-01-01 09:00:45.947,95.33,SAO/Zeiss-1000,20.41,0.03,Rc,10*300,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.947,97.43,OHP/T193,20.74,0.06,r',4x600,42338.0,False,6257.52,1264.57
1970-01-01 09:00:45.948,117.04,Mondy/AZT-33IK,20.82,0.15,R,2*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.948,121.25,SAO/Zeiss-1000,21.02,0.04,Rc,10*300,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.949,138.94,Mondy/AZT-33IK,21.58,0.06,R,35*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.950,169.06,Koshka/Ziess-1000,20.7,0.14,R,40*180,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.950,170.33,SAORAS,21.61,0.11,Rc,13x300,42399.0,False,6533.95,1676.68
1970-01-01 09:00:45.950,170.33,SAO/Zeiss-1000,21.61,0.11,Rc,13*300,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.951,186.85,Mondy/AZT-33IK,21.89,0.09,R,40*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.951,191.38,SAORAS,21.8,0.1,Rc,19x300,42399.0,False,6533.95,1676.68
1970-01-01 09:00:45.952,210.84,Mondy/AZT-33IK,21.63,0.12,R,37*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.953,234.43,Mondy/AZT-33IK,22.31,0.22,R,35*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.953,241.68,SAO/Zeiss-1000,22.31,0.25,Rc,6*300,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.954,265.24,SAO/Zeiss-1000,22.0,0.0,Rc,6*300,42736.0,True,6533.95,1676.68
1970-01-01 09:00:45.955,286.53,CrAO/ZTSh,21.7,0.08,R,38*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.956,307.9,Mondy/AZT-33IK,21.7,0.1,R,45*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.957,330.72,Mondy/AZT-33IK,22.13,0.15,R,45*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.958,354.88,Mondy/AZT-33IK,22.23,0.25,R,44*120,42736.0,False,6533.95,1676.68
1970-01-01 09:00:45.958,361.96,SAO/Zeiss-1000,22.46,0.22,Rc,10*300,42736.0,False,6533.95,1676.68
